seed,world,selector,terminal_wealth,time_to_death,rollover_failure_frequency,transaction_cost_total,transaction_cost_mean,rollover_count,fail_count,settlement_event_count,dead
93,baseline_world,term_aware,-0.005,8,0.1111111111111111,0.04,0.0001,8,1,9,True
94,baseline_world,term_aware,-0.02382697179643816,2,0.0,0.0,0.0,2,0,2,True
95,baseline_world,term_aware,-0.018873595552068256,8,0.0,0.015,3.75e-05,8,0,8,True
96,baseline_world,term_aware,-0.026040237260431878,9,0.1,0.045,0.0001125,9,1,10,True
97,baseline_world,term_aware,-0.006785361185848783,5,0.0,0.005,1.25e-05,5,0,5,True
98,baseline_world,term_aware,-0.005,9,0.1,0.035,8.750000000000001e-05,9,1,10,True
99,baseline_world,term_aware,-0.009712914446312584,10,0.0,0.015,3.75e-05,10,0,10,True
0,baseline_world,term_risk,-0.005,2,0.3333333333333333,0.01,2.5e-05,2,1,3,True
1,baseline_world,term_risk,-0.005,7,0.125,0.035,8.750000000000001e-05,7,1,8,True
2,baseline_world,term_risk,-0.007303525994590749,11,0.08333333333333333,0.015,3.75e-05,11,1,12,True
3,baseline_world,term_risk,-0.0009604141327650573,7,0.0,0.0,0.0,7,0,7,True
4,baseline_world,term_risk,-0.025,3,0.25,0.035,8.750000000000001e-05,3,1,4,True
5,baseline_world,term_risk,-0.014054626622543052,3,0.0,0.005,1.25e-05,3,0,3,True
6,baseline_world,term_risk,-0.014584123035826273,4,0.2,0.02,5e-05,4,1,5,True
7,baseline_world,term_risk,-0.015370016761311299,3,0.25,0.015,3.75e-05,3,1,4,True
8,baseline_world,term_risk,-0.028403210134023367,7,0.0,0.0,0.0,7,0,7,True
9,baseline_world,term_risk,-0.005,2,0.3333333333333333,0.01,2.5e-05,2,1,3,True
10,baseline_world,term_risk,-0.02329794529159042,3,0.25,0.015,3.75e-05,3,1,4,True
11,baseline_world,term_risk,-0.025806486967349447,4,0.0,0.0,0.0,4,0,4,True
12,baseline_world,term_risk,-0.000972348951381818,6,0.0,0.0,0.0,6,0,6,True
13,baseline_world,term_risk,-0.012875643237172177,7,0.0,0.005,1.25e-05,7,0,7,True
14,baseline_world,term_risk,-0.008039946557720907,3,0.25,0.015,3.75e-05,3,1,4,True
15,baseline_world,term_risk,-0.009236810775637656,4,0.2,0.02,5e-05,4,1,5,True
16,baseline_world,term_risk,-0.008532595254434654,9,0.0,0.035,8.750000000000001e-05,9,0,9,True
17,baseline_world,term_risk,-0.02152297366325339,2,0.3333333333333333,0.01,2.5e-05,2,1,3,True
18,baseline_world,term_risk,-0.013305889351349414,8,0.0,0.0,0.0,8,0,8,True
19,baseline_world,term_risk,-0.01876351378598692,5,0.0,0.0,0.0,5,0,5,True
20,baseline_world,term_risk,-0.01964269742887207,5,0.0,0.0,0.0,5,0,5,True
21,baseline_world,term_risk,-0.012093647088841633,8,0.1111111111111111,0.04,0.0001,8,1,9,True
22,baseline_world,term_risk,-0.006041417256430216,3,0.0,0.0,0.0,3,0,3,True
23,baseline_world,term_risk,-0.008586749055188239,3,0.25,0.015,3.75e-05,3,1,4,True
24,baseline_world,term_risk,-0.004532845868691494,5,0.0,0.02,5e-05,5,0,5,True
25,baseline_world,term_risk,-0.03054528539957942,5,0.16666666666666666,0.025,6.25e-05,5,1,6,True
26,baseline_world,term_risk,-0.032246720079806085,3,0.0,0.0,0.0,3,0,3,True
27,baseline_world,term_risk,-0.037226085052263554,2,0.3333333333333333,0.01,2.5e-05,2,1,3,True
28,baseline_world,term_risk,-0.012538568966039833,7,0.0,0.015,3.75e-05,7,0,7,True
29,baseline_world,term_risk,-0.009756668176737149,2,0.0,0.0,0.0,2,0,2,True
30,baseline_world,term_risk,-0.002857888090606278,4,0.0,0.0,0.0,4,0,4,True
31,baseline_world,term_risk,-0.005,3,0.25,0.015,3.75e-05,3,1,4,True
32,baseline_world,term_risk,-0.0007637515451021475,2,0.0,0.0,0.0,2,0,2,True
33,baseline_world,term_risk,-0.02,12,0.07692307692307693,0.02,5e-05,12,1,13,True
34,baseline_world,term_risk,-0.0018831938008410294,7,0.0,0.02,5e-05,7,0,7,True
35,baseline_world,term_risk,-0.021295018416458266,4,0.0,0.0,0.0,4,0,4,True
36,baseline_world,term_risk,-0.0016477952700603097,4,0.0,0.0,0.0,4,0,4,True
37,baseline_world,term_risk,-0.02,5,0.16666666666666666,0.04,0.0001,5,1,6,True
38,baseline_world,term_risk,-0.012301275317389924,3,0.0,0.0,0.0,3,0,3,True
39,baseline_world,term_risk,-0.005,2,0.3333333333333333,0.01,2.5e-05,2,1,3,True
40,baseline_world,term_risk,-0.01397178750508563,6,0.0,0.01,2.5e-05,6,0,6,True
41,baseline_world,term_risk,-0.01525364072356315,9,0.1,0.045,0.0001125,9,1,10,True
42,baseline_world,term_risk,-0.006617542669674747,12,0.0,0.04,0.0001,12,0,12,True
43,baseline_world,term_risk,-0.00468035725297454,4,0.0,0.0,0.0,4,0,4,True
44,baseline_world,term_risk,-0.03051209748751678,18,0.0,0.0,0.0,18,0,18,True
45,baseline_world,term_risk,-0.005,3,0.25,0.015,3.75e-05,3,1,4,True
46,baseline_world,term_risk,-0.01859409602313849,9,0.1,0.045,0.0001125,9,1,10,True
47,baseline_world,term_risk,-0.007102843511134816,5,0.16666666666666666,0.025,6.25e-05,5,1,6,True
48,baseline_world,term_risk,-0.02,14,0.06666666666666667,0.02,5e-05,14,1,15,True
49,baseline_world,term_risk,-0.005,10,0.09090909090909091,0.05499999999999999,0.00013749999999999998,10,1,11,True
50,baseline_world,term_risk,-0.02991853266604421,3,0.25,0.015,3.75e-05,3,1,4,True
51,baseline_world,term_risk,-0.025,2,0.3333333333333333,0.030000000000000002,7.500000000000001e-05,2,1,3,True
52,baseline_world,term_risk,-0.025,13,0.07142857142857142,0.035,8.750000000000001e-05,13,1,14,True
53,baseline_world,term_risk,-0.001298467168326017,3,0.0,0.0,0.0,3,0,3,True
54,baseline_world,term_risk,-0.009200220824864143,6,0.0,0.0,0.0,6,0,6,True
55,baseline_world,term_risk,-0.005,9,0.1,0.045,0.0001125,9,1,10,True
56,baseline_world,term_risk,-0.024998355410927396,3,0.0,0.0,0.0,3,0,3,True
57,baseline_world,term_risk,-0.023748199602000614,4,0.2,0.02,5e-05,4,1,5,True
58,baseline_world,term_risk,-0.0006788810212623956,2,0.0,0.0,0.0,2,0,2,True
59,baseline_world,term_risk,-0.00671589165817921,7,0.125,0.035,8.750000000000001e-05,7,1,8,True
60,baseline_world,term_risk,-0.0055371282376142856,4,0.2,0.02,5e-05,4,1,5,True
61,baseline_world,term_risk,-0.006769885925844148,5,0.16666666666666666,0.01,2.5e-05,5,1,6,True
62,baseline_world,term_risk,-0.04374195731544906,2,0.3333333333333333,0.01,2.5e-05,2,1,3,True
63,baseline_world,term_risk,-0.030275687413133388,14,0.06666666666666667,0.06,0.00015,14,1,15,True
64,baseline_world,term_risk,-0.011656782435802572,2,0.3333333333333333,0.01,2.5e-05,2,1,3,True
65,baseline_world,term_risk,-0.005,3,0.25,0.01,2.5e-05,3,1,4,True
66,baseline_world,term_risk,-0.012597430110570872,5,0.16666666666666666,0.025,6.25e-05,5,1,6,True
67,baseline_world,term_risk,-0.005958934761164129,6,0.0,0.0,0.0,6,0,6,True
68,baseline_world,term_risk,-0.017512981654954837,5,0.0,0.0,0.0,5,0,5,True
69,baseline_world,term_risk,-0.048843487993506206,9,0.1,0.065,0.0001625,9,1,10,True
70,baseline_world,term_risk,-0.006294996524337501,12,0.0,0.005,1.25e-05,12,0,12,True
71,baseline_world,term_risk,-0.008983767861277487,9,0.0,0.02,5e-05,9,0,9,True
72,baseline_world,term_risk,-0.0044774546594375745,3,0.0,0.0,0.0,3,0,3,True
73,baseline_world,term_risk,-0.021710993516902588,2,0.0,0.0,0.0,2,0,2,True
74,baseline_world,term_risk,-0.025,3,0.25,0.035,8.750000000000001e-05,3,1,4,True
75,baseline_world,term_risk,-0.0019193842386584798,9,0.0,0.0,0.0,9,0,9,True
76,baseline_world,term_risk,-0.012620923467091608,6,0.14285714285714285,0.030000000000000002,7.500000000000001e-05,6,1,7,True
77,baseline_world,term_risk,-0.013238392371031818,3,0.25,0.015,3.75e-05,3,1,4,True
78,baseline_world,term_risk,-0.03033324656518414,16,0.058823529411764705,0.02,5e-05,16,1,17,True
79,baseline_world,term_risk,-0.025,3,0.25,0.035,8.750000000000001e-05,3,1,4,True
80,baseline_world,term_risk,-0.012140499607058122,16,0.0,0.02,5e-05,16,0,16,True
81,baseline_world,term_risk,-0.005,8,0.1111111111111111,0.02,5e-05,8,1,9,True
82,baseline_world,term_risk,-0.005,4,0.2,0.02,5e-05,4,1,5,True
83,baseline_world,term_risk,-0.012574774182336032,7,0.125,0.035,8.750000000000001e-05,7,1,8,True
84,baseline_world,term_risk,-0.005,3,0.25,0.015,3.75e-05,3,1,4,True
85,baseline_world,term_risk,-0.039408581525454026,3,0.0,0.0,0.0,3,0,3,True
86,baseline_world,term_risk,-0.00822811638462654,4,0.2,0.02,5e-05,4,1,5,True
87,baseline_world,term_risk,-0.0288138602133626,4,0.2,0.02,5e-05,4,1,5,True
88,baseline_world,term_risk,-0.005848274100652239,2,0.0,0.02,5e-05,2,0,2,True
89,baseline_world,term_risk,-0.019432961151106175,3,0.25,0.015,3.75e-05,3,1,4,True
90,baseline_world,term_risk,-0.007884955858735221,19,0.05,0.015,3.75e-05,19,1,20,True
91,baseline_world,term_risk,-0.005,20,0.047619047619047616,0.08,0.0002,20,1,21,True
92,baseline_world,term_risk,-0.011197121494127877,3,0.0,0.005,1.25e-05,3,0,3,True
93,baseline_world,term_risk,-0.005,8,0.1111111111111111,0.04,0.0001,8,1,9,True
94,baseline_world,term_risk,-0.02382697179643816,2,0.0,0.0,0.0,2,0,2,True
95,baseline_world,term_risk,-0.018873595552068256,8,0.0,0.015,3.75e-05,8,0,8,True
96,baseline_world,term_risk,-0.026040237260431878,9,0.1,0.045,0.0001125,9,1,10,True
97,baseline_world,term_risk,-0.006785361185848783,5,0.0,0.005,1.25e-05,5,0,5,True
98,baseline_world,term_risk,-0.005,9,0.1,0.035,8.750000000000001e-05,9,1,10,True
99,baseline_world,term_risk,-0.009712914446312584,10,0.0,0.015,3.75e-05,10,0,10,True
0,governance_world,random,-0.9798894250018095,1,0.5,0.02677326452965484,6.693316132413709e-05,1,1,2,True
1,governance_world,random,14151.285516614744,400,0.0,47.767806623096234,0.11941951655774058,400,0,400,False
2,governance_world,random,-0.8493719302566989,2,0.3333333333333333,0.20295176057566805,0.0005073794014391702,2,1,3,True
3,governance_world,random,-0.721796252426941,4,0.2,0.4822107822562982,0.0012055269556407455,4,1,5,True
4,governance_world,random,-0.7434049081889345,2,0.3333333333333333,0.4462902052060129,0.0011157255130150323,2,1,3,True
5,governance_world,random,-1.7434085638962622,2,0.3333333333333333,0.10206903940375912,0.0002551725985093978,2,1,3,True
6,governance_world,random,15125.915550878251,400,0.0,49.02489090582416,0.1225622272645604,400,0,400,False
7,governance_world,random,-2.06181589460123,2,0.3333333333333333,0.22175499184243574,0.0005543874796060894,2,1,3,True
8,governance_world,random,15069.941537967245,400,0.0,46.23214660726103,0.11558036651815257,400,0,400,False
9,governance_world,random,14363.925456295692,400,0.0,44.37538896623066,0.11093847241557665,400,0,400,False
10,governance_world,random,-0.2648198826816732,1,0.0,0.0,0.0,1,0,1,True
11,governance_world,random,-0.025640397049115513,2,0.3333333333333333,0.2080917498021268,0.000520229374505317,2,1,3,True
12,governance_world,random,15133.129033962894,400,0.0,47.827572158131375,0.11956893039532844,400,0,400,False
13,governance_world,random,-0.042078175531782946,4,0.2,0.23283809990500434,0.0005820952497625108,4,1,5,True
14,governance_world,random,14843.405764331872,400,0.0,45.06316549800857,0.11265791374502143,400,0,400,False
15,governance_world,random,14129.504528236293,400,0.0,47.0064589655284,0.117516147413821,400,0,400,False
16,governance_world,random,-0.21202500757479104,1,0.5,0.21202500757479104,0.0005300625189369776,1,1,2,True
17,governance_world,random,-1.334842529421397,2,0.0,0.15905681115998627,0.0003976420278999657,2,0,2,True
18,governance_world,random,-1.4012780066765171,4,0.2,0.41899595912229637,0.001047489897805741,4,1,5,True
19,governance_world,random,-0.6618259949688527,2,0.0,0.18019599357864302,0.00045048998394660756,2,0,2,True
20,governance_world,random,-0.3589755405875452,1,0.5,0.15991567147195185,0.0003997891786798796,1,1,2,True
21,governance_world,random,15832.722342341,400,0.0,45.51928873065269,0.11379822182663173,400,0,400,False
22,governance_world,random,15081.406592057421,400,0.0,44.82927521983743,0.11207318804959357,400,0,400,False
23,governance_world,random,14439.22455143158,400,0.0,44.04933730636071,0.11012334326590179,400,0,400,False
24,governance_world,random,-0.8806360554334579,2,0.3333333333333333,0.6305739738947798,0.0015764349347369493,2,1,3,True
25,governance_world,random,-2.094331377643412,2,0.3333333333333333,0.4779118787607074,0.0011947796969017685,2,1,3,True
26,governance_world,random,-0.8397188532309334,3,0.25,0.5027909628128696,0.001256977407032174,3,1,4,True
27,governance_world,random,-0.46405793405166706,1,0.0,0.0,0.0,1,0,1,True
28,governance_world,random,14678.042598046408,400,0.0,47.30261928465265,0.11825654821163162,400,0,400,False
29,governance_world,random,-1.486654547635355,1,0.5,0.14698629758675003,0.00036746574396687506,1,1,2,True
30,governance_world,random,-0.23839492236800797,4,0.0,0.31089831809263213,0.0007772457952315803,4,0,4,True
31,governance_world,random,15932.252132170572,400,0.0,44.46750903112936,0.1111687725778234,400,0,400,False
32,governance_world,random,-0.7007911466736594,5,0.16666666666666666,0.5595818210350882,0.0013989545525877206,5,1,6,True
33,governance_world,random,-0.1758735643657171,2,0.3333333333333333,0.3134000143178577,0.0007835000357946442,2,1,3,True
34,governance_world,random,-0.250162905858963,1,0.5,0.250162905858963,0.0006254072646474075,1,1,2,True
35,governance_world,random,15617.31589052151,400,0.0,47.18838416628458,0.11797096041571145,400,0,400,False
36,governance_world,random,-0.5074539266508213,3,0.25,0.2372918628180996,0.0005932296570452491,3,1,4,True
37,governance_world,random,15461.920362956078,400,0.0,47.45488014148146,0.11863720035370365,400,0,400,False
38,governance_world,random,14019.343356687847,400,0.0,46.48693450078178,0.11621733625195445,400,0,400,False
39,governance_world,random,-0.582524776137847,3,0.25,0.3754186165389976,0.000938546541347494,3,1,4,True
40,governance_world,random,-0.08749366892470416,4,0.2,0.16073463093439394,0.0004018365773359848,4,1,5,True
41,governance_world,random,13906.342811097871,400,0.0,45.876829867297445,0.11469207466824362,400,0,400,False
42,governance_world,random,13963.636112264616,400,0.0,45.776370940252434,0.11444092735063109,400,0,400,False
43,governance_world,random,-0.7152454012817395,5,0.16666666666666666,0.7199331526379771,0.0017998328815949428,5,1,6,True
44,governance_world,random,17234.537450556796,400,0.0,48.5288710313753,0.12132217757843826,400,0,400,False
45,governance_world,random,-0.5369188085307172,3,0.25,0.11605337627526165,0.00029013344068815414,3,1,4,True
46,governance_world,random,15129.583043851577,400,0.0,47.480444649963424,0.11870111162490855,400,0,400,False
47,governance_world,random,-0.3232971893896916,4,0.2,0.5232157745911246,0.0013080394364778113,4,1,5,True
48,governance_world,random,15720.362796853507,400,0.0,46.43361372916329,0.11608403432290823,400,0,400,False
49,governance_world,random,16860.67869855123,400,0.0,45.42296463816758,0.11355741159541895,400,0,400,False
50,governance_world,random,-1.1436003343591694,1,0.0,0.0,0.0,1,0,1,True
51,governance_world,random,15416.066249546591,400,0.0,45.478365730656115,0.1136959143266403,400,0,400,False
52,governance_world,random,15552.957596682385,400,0.0,44.39907217164832,0.1109976804291208,400,0,400,False
53,governance_world,random,-2.001355917142709,2,0.3333333333333333,0.421775045952815,0.0010544376148820375,2,1,3,True
54,governance_world,random,14171.628903812094,400,0.0,45.31775618621742,0.11329439046554356,400,0,400,False
55,governance_world,random,16297.136175820013,400,0.0,43.80996315339032,0.1095249078834758,400,0,400,False
56,governance_world,random,15573.951266463155,400,0.0,49.03098687084916,0.12257746717712291,400,0,400,False
57,governance_world,random,-0.1946341720427141,3,0.25,0.40948468098411295,0.0010237117024602823,3,1,4,True
58,governance_world,random,-0.07197372601551744,1,0.5,0.07197372601551744,0.00017993431503879358,1,1,2,True
59,governance_world,random,15444.524105539469,400,0.0,45.59418557732109,0.11398546394330272,400,0,400,False
60,governance_world,random,16069.447006385646,400,0.0,44.525437485463414,0.11131359371365854,400,0,400,False
61,governance_world,random,-0.353716658462085,3,0.25,0.30679827813258814,0.0007669956953314704,3,1,4,True
62,governance_world,random,15560.6408824337,400,0.0,45.36785620170998,0.11341964050427494,400,0,400,False
63,governance_world,random,13935.2619913202,400,0.0,44.64358791021598,0.11160896977553994,400,0,400,False
64,governance_world,random,-0.6179456458833227,1,0.5,0.17698206404546749,0.0004424551601136687,1,1,2,True
65,governance_world,random,15969.499551882951,400,0.0,48.02927527490999,0.12007318818727498,400,0,400,False
66,governance_world,random,-0.11368121638382139,2,0.3333333333333333,0.1616214623086113,0.00040405365577152825,2,1,3,True
67,governance_world,random,-0.9321713895148024,3,0.0,0.0,0.0,3,0,3,True
68,governance_world,random,-0.17035722884828647,2,0.3333333333333333,0.2648285498297043,0.0006620713745742607,2,1,3,True
69,governance_world,random,14504.490371276142,400,0.0,43.59996990712905,0.10899992476782262,400,0,400,False
70,governance_world,random,14968.904653892301,400,0.0,48.47878635783243,0.12119696589458108,400,0,400,False
71,governance_world,random,-0.860511096167585,4,0.2,0.2379877917596923,0.0005949694793992308,4,1,5,True
72,governance_world,random,-0.07054796669223644,4,0.2,0.2986440094522173,0.0007466100236305433,4,1,5,True
73,governance_world,random,-0.08230697389772823,5,0.0,0.5349015050433636,0.0013372537626084092,5,0,5,True
74,governance_world,random,15912.126534746383,400,0.0,44.97424680571805,0.11243561701429514,400,0,400,False
75,governance_world,random,15879.630661039042,400,0.0,45.06100380207613,0.11265250950519032,400,0,400,False
76,governance_world,random,14948.763937416568,400,0.0,46.163594310118526,0.11540898577529632,400,0,400,False
77,governance_world,random,16411.564325829666,400,0.0,45.32188477963791,0.11330471194909478,400,0,400,False
78,governance_world,random,14711.185401231925,400,0.0,46.29187812749831,0.11572969531874577,400,0,400,False
79,governance_world,random,-0.13157360873921328,2,0.3333333333333333,0.2327550877468615,0.0005818877193671537,2,1,3,True
80,governance_world,random,-0.13673062573411948,2,0.3333333333333333,0.18570014815333924,0.0004642503703833481,2,1,3,True
81,governance_world,random,-0.10483544846866572,3,0.25,0.5072359514770048,0.001268089878692512,3,1,4,True
82,governance_world,random,14803.405032531355,400,0.0,47.314338873091955,0.11828584718272989,400,0,400,False
83,governance_world,random,15837.629895933134,400,0.0,46.348081821772816,0.11587020455443203,400,0,400,False
84,governance_world,random,-0.5880746142866358,2,0.3333333333333333,0.14068711422046704,0.0003517177855511676,2,1,3,True
85,governance_world,random,-0.36126765856560106,2,0.3333333333333333,0.28407028199308193,0.0007101757049827049,2,1,3,True
86,governance_world,random,14961.478473461246,400,0.0,45.35380945956227,0.11338452364890568,400,0,400,False
87,governance_world,random,15334.948776592582,400,0.0,46.790759697767065,0.11697689924441766,400,0,400,False
88,governance_world,random,-0.5169833004314945,2,0.3333333333333333,0.05747597785980165,0.00014368994464950414,2,1,3,True
89,governance_world,random,-0.26166572321130555,2,0.3333333333333333,0.1779782540749762,0.0004449456351874405,2,1,3,True
90,governance_world,random,-0.49336972627534925,3,0.25,0.5059485944946045,0.0012648714862365112,3,1,4,True
91,governance_world,random,15738.414492026084,400,0.0,48.453652875323776,0.12113413218830944,400,0,400,False
92,governance_world,random,16133.604029317527,400,0.0,45.827736175275646,0.11456934043818912,400,0,400,False
93,governance_world,random,13775.281233673039,400,0.0,44.747740329451545,0.11186935082362887,400,0,400,False
94,governance_world,random,-0.1157601417440881,1,0.5,0.05041270421346099,0.00012603176053365247,1,1,2,True
95,governance_world,random,-0.8395159198300974,2,0.3333333333333333,0.16696010562610275,0.00041740026406525687,2,1,3,True
96,governance_world,random,14495.100851296444,400,0.0,46.91751634020997,0.11729379085052492,400,0,400,False
97,governance_world,random,-1.821443603727616,2,0.3333333333333333,0.5317838030381653,0.0013294595075954133,2,1,3,True
98,governance_world,random,16568.070236953965,400,0.0,45.66504620792772,0.11416261551981931,400,0,400,False
99,governance_world,random,12822.671290478555,400,0.0,48.30754933628759,0.12076887334071898,400,0,400,False
0,governance_world,myopic,-0.9798894250018095,1,0.5,0.02677326452965484,6.693316132413709e-05,1,1,2,True
1,governance_world,myopic,14151.285516614744,400,0.0,47.767806623096234,0.11941951655774058,400,0,400,False
2,governance_world,myopic,-0.8493719302566989,2,0.3333333333333333,0.20295176057566805,0.0005073794014391702,2,1,3,True
3,governance_world,myopic,-0.721796252426941,4,0.2,0.4822107822562982,0.0012055269556407455,4,1,5,True
4,governance_world,myopic,-0.7434049081889345,2,0.3333333333333333,0.4462902052060129,0.0011157255130150323,2,1,3,True
5,governance_world,myopic,-1.7434085638962622,2,0.3333333333333333,0.10206903940375912,0.0002551725985093978,2,1,3,True
6,governance_world,myopic,15125.915550878251,400,0.0,49.02489090582416,0.1225622272645604,400,0,400,False
7,governance_world,myopic,-2.06181589460123,2,0.3333333333333333,0.22175499184243574,0.0005543874796060894,2,1,3,True
8,governance_world,myopic,15069.941537967245,400,0.0,46.23214660726103,0.11558036651815257,400,0,400,False
9,governance_world,myopic,14363.925456295692,400,0.0,44.37538896623066,0.11093847241557665,400,0,400,False
10,governance_world,myopic,-0.2648198826816732,1,0.0,0.0,0.0,1,0,1,True
11,governance_world,myopic,-0.025640397049115513,2,0.3333333333333333,0.2080917498021268,0.000520229374505317,2,1,3,True
12,governance_world,myopic,15133.129033962894,400,0.0,47.827572158131375,0.11956893039532844,400,0,400,False
13,governance_world,myopic,-0.042078175531782946,4,0.2,0.23283809990500434,0.0005820952497625108,4,1,5,True
14,governance_world,myopic,14843.405764331872,400,0.0,45.06316549800857,0.11265791374502143,400,0,400,False
15,governance_world,myopic,14129.504528236293,400,0.0,47.0064589655284,0.117516147413821,400,0,400,False
16,governance_world,myopic,-0.21202500757479104,1,0.5,0.21202500757479104,0.0005300625189369776,1,1,2,True
17,governance_world,myopic,-1.334842529421397,2,0.0,0.15905681115998627,0.0003976420278999657,2,0,2,True
18,governance_world,myopic,-1.4012780066765171,4,0.2,0.41899595912229637,0.001047489897805741,4,1,5,True
19,governance_world,myopic,-0.6618259949688527,2,0.0,0.18019599357864302,0.00045048998394660756,2,0,2,True
20,governance_world,myopic,-0.3589755405875452,1,0.5,0.15991567147195185,0.0003997891786798796,1,1,2,True
21,governance_world,myopic,15832.722342341,400,0.0,45.51928873065269,0.11379822182663173,400,0,400,False
22,governance_world,myopic,15081.406592057421,400,0.0,44.82927521983743,0.11207318804959357,400,0,400,False
23,governance_world,myopic,14439.22455143158,400,0.0,44.04933730636071,0.11012334326590179,400,0,400,False
24,governance_world,myopic,-0.8806360554334579,2,0.3333333333333333,0.6305739738947798,0.0015764349347369493,2,1,3,True
25,governance_world,myopic,-2.094331377643412,2,0.3333333333333333,0.4779118787607074,0.0011947796969017685,2,1,3,True
26,governance_world,myopic,-0.8397188532309334,3,0.25,0.5027909628128696,0.001256977407032174,3,1,4,True
27,governance_world,myopic,-0.46405793405166706,1,0.0,0.0,0.0,1,0,1,True
28,governance_world,myopic,14678.042598046408,400,0.0,47.30261928465265,0.11825654821163162,400,0,400,False
29,governance_world,myopic,-1.486654547635355,1,0.5,0.14698629758675003,0.00036746574396687506,1,1,2,True
30,governance_world,myopic,-0.23839492236800797,4,0.0,0.31089831809263213,0.0007772457952315803,4,0,4,True
31,governance_world,myopic,15932.252132170572,400,0.0,44.46750903112936,0.1111687725778234,400,0,400,False
32,governance_world,myopic,-0.7007911466736594,5,0.16666666666666666,0.5595818210350882,0.0013989545525877206,5,1,6,True
33,governance_world,myopic,-0.1758735643657171,2,0.3333333333333333,0.3134000143178577,0.0007835000357946442,2,1,3,True
34,governance_world,myopic,-0.250162905858963,1,0.5,0.250162905858963,0.0006254072646474075,1,1,2,True
35,governance_world,myopic,15617.31589052151,400,0.0,47.18838416628458,0.11797096041571145,400,0,400,False
36,governance_world,myopic,-0.5074539266508213,3,0.25,0.2372918628180996,0.0005932296570452491,3,1,4,True
37,governance_world,myopic,15461.920362956078,400,0.0,47.45488014148146,0.11863720035370365,400,0,400,False
38,governance_world,myopic,14019.343356687847,400,0.0,46.48693450078178,0.11621733625195445,400,0,400,False
39,governance_world,myopic,-0.582524776137847,3,0.25,0.3754186165389976,0.000938546541347494,3,1,4,True
40,governance_world,myopic,-0.08749366892470416,4,0.2,0.16073463093439394,0.0004018365773359848,4,1,5,True
41,governance_world,myopic,13906.342811097871,400,0.0,45.876829867297445,0.11469207466824362,400,0,400,False
42,governance_world,myopic,13963.636112264616,400,0.0,45.776370940252434,0.11444092735063109,400,0,400,False
43,governance_world,myopic,-0.7152454012817395,5,0.16666666666666666,0.7199331526379771,0.0017998328815949428,5,1,6,True
44,governance_world,myopic,17234.537450556796,400,0.0,48.5288710313753,0.12132217757843826,400,0,400,False
45,governance_world,myopic,-0.5369188085307172,3,0.25,0.11605337627526165,0.00029013344068815414,3,1,4,True
46,governance_world,myopic,15129.583043851577,400,0.0,47.480444649963424,0.11870111162490855,400,0,400,False
47,governance_world,myopic,-0.3232971893896916,4,0.2,0.5232157745911246,0.0013080394364778113,4,1,5,True
48,governance_world,myopic,15720.362796853507,400,0.0,46.43361372916329,0.11608403432290823,400,0,400,False
49,governance_world,myopic,16860.67869855123,400,0.0,45.42296463816758,0.11355741159541895,400,0,400,False
50,governance_world,myopic,-1.1436003343591694,1,0.0,0.0,0.0,1,0,1,True
51,governance_world,myopic,15416.066249546591,400,0.0,45.478365730656115,0.1136959143266403,400,0,400,False
52,governance_world,myopic,15552.957596682385,400,0.0,44.39907217164832,0.1109976804291208,400,0,400,False
53,governance_world,myopic,-2.001355917142709,2,0.3333333333333333,0.421775045952815,0.0010544376148820375,2,1,3,True
54,governance_world,myopic,14171.628903812094,400,0.0,45.31775618621742,0.11329439046554356,400,0,400,False
55,governance_world,myopic,16297.136175820013,400,0.0,43.80996315339032,0.1095249078834758,400,0,400,False
56,governance_world,myopic,15573.951266463155,400,0.0,49.03098687084916,0.12257746717712291,400,0,400,False
57,governance_world,myopic,-0.1946341720427141,3,0.25,0.40948468098411295,0.0010237117024602823,3,1,4,True
58,governance_world,myopic,-0.07197372601551744,1,0.5,0.07197372601551744,0.00017993431503879358,1,1,2,True
59,governance_world,myopic,15444.524105539469,400,0.0,45.59418557732109,0.11398546394330272,400,0,400,False
60,governance_world,myopic,16069.447006385646,400,0.0,44.525437485463414,0.11131359371365854,400,0,400,False
61,governance_world,myopic,-0.353716658462085,3,0.25,0.30679827813258814,0.0007669956953314704,3,1,4,True
62,governance_world,myopic,15560.6408824337,400,0.0,45.36785620170998,0.11341964050427494,400,0,400,False
63,governance_world,myopic,13935.2619913202,400,0.0,44.64358791021598,0.11160896977553994,400,0,400,False
64,governance_world,myopic,-0.6179456458833227,1,0.5,0.17698206404546749,0.0004424551601136687,1,1,2,True
65,governance_world,myopic,15969.499551882951,400,0.0,48.02927527490999,0.12007318818727498,400,0,400,False
66,governance_world,myopic,-0.11368121638382139,2,0.3333333333333333,0.1616214623086113,0.00040405365577152825,2,1,3,True
67,governance_world,myopic,-0.9321713895148024,3,0.0,0.0,0.0,3,0,3,True
68,governance_world,myopic,-0.17035722884828647,2,0.3333333333333333,0.2648285498297043,0.0006620713745742607,2,1,3,True
69,governance_world,myopic,14504.490371276142,400,0.0,43.59996990712905,0.10899992476782262,400,0,400,False
70,governance_world,myopic,14968.904653892301,400,0.0,48.47878635783243,0.12119696589458108,400,0,400,False
71,governance_world,myopic,-0.860511096167585,4,0.2,0.2379877917596923,0.0005949694793992308,4,1,5,True
